student_id,course_id,grade,semester
12,CSE1010,W,Semester 4
12,STAT3025,B,Semester 4
12,CSE3500,B,Semester 4
12,CSE1010,F,Semester 4
12,MATH2210,W,Semester 5
12,CSE1010,B,Semester 5
12,MATH1131,B,Semester 5
12,CSE3500,D,Semester 5
12,CSE3500,D,Semester 6
12,MATH1131,F,Semester 6
12,MATH1131,W,Semester 6
12,CSE1010,A,Semester 6
13,CSE1010,F,Semester 1
13,MATH1131,W,Semester 1
13,MATH1131,D,Semester 1
13,CSE1010,F,Semester 1
13,CSE2010,D,Semester 2
13,CSE2100,A,Semester 2
13,MATH2210,W,Semester 2
13,CSE1010,D,Semester 2
13,MATH1131,B,Semester 3
13,CSE1010,W,Semester 3
13,MATH1131,W,Semester 3
13,STAT3025,D,Semester 3
13,CSE2010,D,Semester 4
13,CSE3500,B,Semester 4
13,CSE1010,W,Semester 4
13,MATH1131,C,Semester 4
13,CSE2010,D,Semester 5
13,CSE3500,W,Semester 5
13,CSE1010,A,Semester 5
13,MATH2210,C,Semester 5
13,CSE2010,B,Semester 6
13,CSE2100,W,Semester 6
13,STAT3025,C,Semester 6
13,CSE1010,F,Semester 6
14,MATH1131,W,Semester 1
14,CSE1010,F,Semester 1
14,CSE1010,D,Semester 1
14,MATH1131,F,Semester 1
14,CSE2100,A,Semester 2
14,MATH2210,A,Semester 2
14,MATH1131,A,Semester 2
14,MATH1131,F,Semester 2
14,CSE2010,F,Semester 3
14,CSE1010,B,Semester 3
14,CSE1010,C,Semester 3
14,MATH2210,D,Semester 3
14,MATH1131,A,Semester 4
14,CSE2010,C,Semester 4
14,CSE3500,D,Semester 4
14,MATH1131,C,Semester 4
14,MATH1131,F,Semester 5
14,STAT3025,F,Semester 5
14,CSE1010,C,Semester 5
14,CSE2010,A,Semester 5
14,MATH2210,W,Semester 6
14,STAT3025,B,Semester 6
14,CSE1010,A,Semester 6
14,CSE1010,F,Semester 6
15,MATH1131,D,Semester 1
15,CSE1010,W,Semester 1
15,MATH1131,D,Semester 1
15,CSE1010,W,Semester 1
15,CSE2100,C,Semester 2
15,CSE1010,B,Semester 2
15,CSE1010,D,Semester 2
15,MATH2210,C,Semester 2
15,MATH1131,D,Semester 3
15,STAT3025,W,Semester 3
15,CSE1010,C,Semester 3
15,MATH1131,W,Semester 3
15,STAT3025,F,Semester 4
15,MATH2210,C,Semester 4
15,CSE1010,A,Semester 4
15,CSE2100,C,Semester 4
15,MATH1131,A,Semester 5
15,CSE2010,C,Semester 5
15,CSE1010,F,Semester 5
15,STAT3025,C,Semester 5
15,MATH1131,C,Semester 6
15,CSE1010,A,Semester 6
15,CSE2010,F,Semester 6
15,CSE3500,A,Semester 6
16,CSE1010,C,Semester 1
16,MATH1131,A,Semester 1
16,MATH1131,D,Semester 1
16,CSE1010,F,Semester 1
16,CSE2100,C,Semester 2
16,CSE1010,B,Semester 2
16,CSE2010,D,Semester 2
16,MATH2210,W,Semester 2
16,MATH2210,D,Semester 3
16,MATH1131,B,Semester 3
16,CSE2010,F,Semester 3
16,STAT3025,D,Semester 3
16,MATH2210,C,Semester 4
16,CSE2100,A,Semester 4
16,CSE2010,B,Semester 4
16,STAT3025,A,Semester 4
16,CSE2100,C,Semester 5
16,MATH2210,B,Semester 5
16,CSE2010,A,Semester 5
16,CSE1010,A,Semester 5
16,CSE2010,C,Semester 6
16,CSE3500,D,Semester 6
16,CSE1010,A,Semester 6
16,MATH1131,C,Semester 6
17,MATH1131,B,Semester 1
17,CSE1010,D,Semester 1
17,CSE1010,C,Semester 1
17,MATH1131,D,Semester 1
17,MATH1131,F,Semester 2
17,CSE2100,W,Semester 2
17,CSE2010,C,Semester 2
17,CSE1010,D,Semester 2
17,MATH2210,C,Semester 3
17,CSE1010,W,Semester 3
17,CSE3500,A,Semester 3
17,CSE2010,C,Semester 3
17,CSE2010,A,Semester 4
17,MATH2210,B,Semester 4
17,CSE1010,W,Semester 4
17,CSE2100,B,Semester 4
17,MATH1131,D,Semester 5
17,CSE2010,C,Semester 5
17,CSE1010,W,Semester 5
17,CSE3500,D,Semester 5
17,MATH1131,B,Semester 6
17,CSE3500,W,Semester 6
17,CSE1010,B,Semester 6
17,STAT3025,W,Semester 6
18,MATH1131,C,Semester 1
18,CSE1010,F,Semester 1
18,CSE1010,B,Semester 1
18,MATH1131,W,Semester 1
18,MATH2210,A,Semester 2
18,MATH1131,D,Semester 2
18,CSE1010,B,Semester 2
18,CSE2100,D,Semester 2
18,MATH1131,W,Semester 3
18,CSE2100,A,Semester 3
18,CSE1010,A,Semester 3
18,MATH2210,W,Semester 3
18,CSE1010,A,Semester 4
18,CSE2010,F,Semester 4
18,MATH2210,D,Semester 4
18,CSE1010,A,Semester 4
18,MATH2210,D,Semester 5
18,CSE2010,W,Semester 5
18,MATH1131,W,Semester 5
18,CSE1010,B,Semester 5
18,CSE1010,A,Semester 6
18,CSE2100,F,Semester 6
18,CSE2010,F,Semester 6
18,CSE3500,W,Semester 6
19,CSE1010,B,Semester 1
19,MATH1131,F,Semester 1
19,CSE1010,A,Semester 1
19,MATH1131,B,Semester 1
19,CSE2010,F,Semester 2
19,MATH1131,D,Semester 2
19,CSE1010,B,Semester 2
19,CSE1010,C,Semester 2
19,MATH1131,A,Semester 3
19,CSE2010,D,Semester 3
19,CSE1010,C,Semester 3
19,MATH1131,D,Semester 3
19,CSE1010,A,Semester 4
19,MATH1131,C,Semester 4
19,MATH1131,F,Semester 4
19,CSE2100,F,Semester 4
19,MATH1131,B,Semester 5
19,CSE3500,A,Semester 5
19,CSE1010,B,Semester 5
19,CSE1010,W,Semester 5
19,CSE2010,C,Semester 6
19,MATH1131,F,Semester 6
19,MATH2210,F,Semester 6
19,CSE1010,B,Semester 6
20,MATH1131,D,Semester 1
20,MATH1131,W,Semester 1
20,CSE1010,A,Semester 1
20,CSE1010,C,Semester 1
20,CSE2010,B,Semester 2
20,CSE1010,C,Semester 2
20,CSE1010,F,Semester 2
20,CSE2100,C,Semester 2
20,MATH2210,B,Semester 3
20,CSE2100,C,Semester 3
20,CSE1010,A,Semester 3
20,MATH1131,F,Semester 3
20,MATH1131,A,Semester 4
20,CSE1010,A,Semester 4
20,STAT3025,F,Semester 4
20,MATH2210,B,Semester 4
20,STAT3025,A,Semester 5
20,CSE2010,F,Semester 5
20,CSE2100,A,Semester 5
20,CSE3500,W,Semester 5
20,CSE3500,C,Semester 6
20,STAT3025,A,Semester 6
20,MATH1131,D,Semester 6
20,MATH2210,B,Semester 6
21,CSE1010,W,Semester 1
21,CSE1010,C,Semester 1
21,MATH1131,F,Semester 1
21,MATH1131,A,Semester 1
21,MATH1131,A,Semester 2
21,MATH1131,A,Semester 2
21,MATH2210,F,Semester 2
21,CSE2100,F,Semester 2
21,STAT3025,C,Semester 3
21,MATH1131,B,Semester 3
21,CSE1010,C,Semester 3
21,MATH1131,C,Semester 3
21,CSE2100,B,Semester 4
21,MATH1131,W,Semester 4
21,MATH1131,D,Semester 4
21,MATH2210,B,Semester 4
21,CSE1010,F,Semester 5
21,CSE1010,B,Semester 5
21,CSE2100,D,Semester 5
21,STAT3025,W,Semester 5
21,MATH2210,D,Semester 6
21,STAT3025,W,Semester 6
21,MATH1131,F,Semester 6
21,CSE1010,F,Semester 6
22,MATH1131,F,Semester 1
22,MATH1131,A,Semester 1
22,CSE1010,C,Semester 1
22,CSE1010,A,Semester 1
22,CSE2100,C,Semester 2
22,MATH2210,D,Semester 2
22,MATH1131,B,Semester 2
22,CSE2010,D,Semester 2
22,CSE1010,B,Semester 3
22,MATH2210,D,Semester 3
22,CSE3500,A,Semester 3
22,MATH1131,D,Semester 3
22,CSE2010,W,Semester 4
22,MATH1131,D,Semester 4
22,STAT3025,W,Semester 4
22,MATH1131,W,Semester 4
22,CSE1010,C,Semester 5
22,CSE2100,A,Semester 5
22,MATH2210,B,Semester 5
22,STAT3025,F,Semester 5
22,MATH2210,B,Semester 6
22,CSE1010,D,Semester 6
22,MATH1131,C,Semester 6
22,CSE2010,W,Semester 6
23,MATH1131,W,Semester 1
23,CSE1010,F,Semester 1
23,MATH1131,F,Semester 1
23,CSE1010,A,Semester 1
23,MATH1131,B,Semester 2
23,CSE2100,D,Semester 2
23,MATH1131,D,Semester 2
23,CSE2010,D,Semester 2
23,CSE3500,D,Semester 3
23,MATH2210,A,Semester 3
23,MATH1131,B,Semester 3
23,CSE1010,C,Semester 3
23,CSE1010,W,Semester 4
23,CSE2100,C,Semester 4
23,MATH1131,A,Semester 4
23,STAT3025,D,Semester 4
23,CSE3500,B,Semester 5
23,MATH2210,W,Semester 5
23,CSE2100,D,Semester 5
23,CSE1010,C,Semester 5
23,MATH1131,A,Semester 6
23,STAT3025,B,Semester 6
23,MATH2210,A,Semester 6
23,CSE2010,B,Semester 6
24,MATH1131,A,Semester 1
24,MATH1131,C,Semester 1
24,CSE1010,A,Semester 1
24,CSE1010,A,Semester 1
24,MATH1131,W,Semester 2
24,CSE2100,C,Semester 2
24,CSE1010,D,Semester 2
24,CSE1010,C,Semester 2
24,MATH1131,A,Semester 3
24,CSE1010,D,Semester 3
24,MATH1131,A,Semester 3
24,MATH2210,F,Semester 3
24,CSE2100,F,Semester 4
24,STAT3025,B,Semester 4
24,CSE2010,B,Semester 4
24,MATH2210,B,Semester 4
24,MATH2210,W,Semester 5
24,MATH1131,A,Semester 5
24,STAT3025,D,Semester 5
24,CSE3500,A,Semester 5
24,CSE1010,F,Semester 6
24,CSE3500,D,Semester 6
24,CSE2010,D,Semester 6
24,MATH2210,W,Semester 6
25,MATH1131,A,Semester 1
25,CSE1010,C,Semester 1
25,CSE1010,C,Semester 1
25,MATH1131,B,Semester 1
25,MATH1131,W,Semester 2
25,CSE1010,B,Semester 2
25,CSE1010,W,Semester 2
25,CSE2010,B,Semester 2
25,MATH1131,F,Semester 3
25,CSE1010,D,Semester 3
25,MATH2210,D,Semester 3
25,CSE1010,W,Semester 3
25,MATH1131,A,Semester 4
25,CSE2010,W,Semester 4
25,MATH2210,A,Semester 4
25,CSE1010,W,Semester 4
25,STAT3025,A,Semester 5
25,CSE1010,B,Semester 5
25,CSE2010,W,Semester 5
25,MATH1131,W,Semester 5
25,MATH1131,W,Semester 6
25,MATH2210,W,Semester 6
25,MATH1131,A,Semester 6
25,CSE1010,B,Semester 6
26,MATH1131,A,Semester 1
26,MATH1131,D,Semester 1
26,CSE1010,A,Semester 1
26,CSE1010,A,Semester 1
26,CSE2100,D,Semester 2
26,MATH2210,C,Semester 2
26,MATH1131,D,Semester 2
26,CSE1010,F,Semester 2
26,STAT3025,A,Semester 3
26,CSE2100,C,Semester 3
26,MATH1131,B,Semester 3
26,CSE1010,F,Semester 3
26,CSE1010,C,Semester 4
26,CSE2100,A,Semester 4
26,MATH1131,D,Semester 4
26,MATH1131,F,Semester 4
26,MATH1131,A,Semester 5
26,CSE1010,D,Semester 5
26,CSE2100,A,Semester 5
26,MATH2210,W,Semester 5
26,MATH1131,W,Semester 6
26,MATH1131,F,Semester 6
26,CSE2010,F,Semester 6
26,CSE2100,A,Semester 6
27,CSE1010,A,Semester 1
27,MATH1131,B,Semester 1
27,MATH1131,F,Semester 1
27,CSE1010,B,Semester 1
27,MATH1131,F,Semester 2
27,CSE2100,F,Semester 2
27,CSE1010,C,Semester 2
27,MATH1131,F,Semester 2
27,CSE1010,C,Semester 3
27,CSE1010,D,Semester 3
27,CSE2010,A,Semester 3
27,MATH1131,B,Semester 3
27,CSE1010,C,Semester 4
27,CSE2100,A,Semester 4
27,MATH1131,C,Semester 4
27,CSE1010,F,Semester 4
27,CSE2100,D,Semester 5
27,MATH2210,A,Semester 5
27,CSE1010,F,Semester 5
27,CSE3500,D,Semester 5
27,CSE2010,B,Semester 6
27,MATH1131,A,Semester 6
27,STAT3025,W,Semester 6
27,CSE3500,B,Semester 6
28,MATH1131,W,Semester 1
28,MATH1131,W,Semester 1
28,CSE1010,C,Semester 1
28,CSE1010,W,Semester 1
28,MATH1131,C,Semester 2
28,MATH2210,D,Semester 2
28,CSE1010,F,Semester 2
28,CSE1010,B,Semester 2
28,MATH2210,B,Semester 3
28,CSE1010,D,Semester 3
28,CSE2100,B,Semester 3
28,MATH1131,W,Semester 3
28,MATH1131,F,Semester 4
28,MATH1131,A,Semester 4
28,MATH2210,F,Semester 4
28,CSE1010,B,Semester 4
28,MATH2210,W,Semester 5
28,CSE2100,B,Semester 5
28,MATH1131,W,Semester 5
28,CSE1010,D,Semester 5
28,MATH1131,C,Semester 6
28,MATH2210,F,Semester 6
28,CSE1010,D,Semester 6
28,CSE1010,C,Semester 6
29,CSE1010,B,Semester 1
29,MATH1131,B,Semester 1
29,CSE1010,C,Semester 1
29,MATH1131,C,Semester 1
29,MATH1131,C,Semester 2
29,CSE2010,W,Semester 2
29,CSE1010,C,Semester 2
29,MATH1131,A,Semester 2
29,MATH1131,F,Semester 3
29,MATH1131,A,Semester 3
29,CSE1010,F,Semester 3
29,CSE2010,W,Semester 3
29,CSE1010,F,Semester 4
29,CSE2010,B,Semester 4
29,CSE2100,A,Semester 4
29,CSE1010,W,Semester 4
29,CSE1010,W,Semester 5
29,MATH1131,D,Semester 5
29,CSE2010,A,Semester 5
29,MATH1131,W,Semester 5
29,CSE3500,A,Semester 6
29,CSE2100,F,Semester 6
29,MATH1131,A,Semester 6
29,MATH2210,B,Semester 6
30,CSE1010,B,Semester 1
30,MATH1131,F,Semester 1
30,MATH1131,B,Semester 1
30,CSE1010,C,Semester 1
30,MATH1131,C,Semester 2
30,CSE2010,F,Semester 2
30,MATH2210,A,Semester 2
30,CSE2100,F,Semester 2
30,MATH1131,D,Semester 3
30,CSE3500,W,Semester 3
30,CSE1010,F,Semester 3
30,STAT3025,B,Semester 3
30,CSE1010,F,Semester 4
30,MATH1131,A,Semester 4
30,STAT3025,C,Semester 4
30,MATH2210,B,Semester 4
30,MATH2210,A,Semester 5
30,CSE1010,W,Semester 5
30,CSE2100,W,Semester 5
30,CSE3500,W,Semester 5
30,CSE1010,C,Semester 6
30,MATH1131,A,Semester 6
30,MATH2210,A,Semester 6
30,CSE2100,C,Semester 6
31,CSE1010,A,Semester 1
31,MATH1131,C,Semester 1
31,MATH1131,B,Semester 1
31,CSE1010,D,Semester 1
31,CSE2010,B,Semester 2
31,CSE1010,F,Semester 2
31,MATH2210,B,Semester 2
31,MATH1131,B,Semester 2
31,CSE1010,A,Semester 3
31,MATH1131,B,Semester 3
31,CSE2100,B,Semester 3
31,CSE1010,A,Semester 3
31,CSE1010,D,Semester 4
31,MATH2210,F,Semester 4
31,CSE2100,W,Semester 4
31,STAT3025,B,Semester 4
31,MATH1131,F,Semester 5
31,MATH1131,D,Semester 5
31,CSE2100,C,Semester 5
31,CSE3500,F,Semester 5
31,MATH1131,C,Semester 6
31,MATH2210,B,Semester 6
31,MATH1131,W,Semester 6
31,CSE3500,W,Semester 6
32,MATH1131,F,Semester 1
32,CSE1010,F,Semester 1
32,CSE1010,W,Semester 1
32,MATH1131,A,Semester 1
32,MATH1131,B,Semester 2
32,MATH1131,D,Semester 2
32,CSE1010,D,Semester 2
32,CSE2010,F,Semester 2
32,CSE1010,B,Semester 3
32,MATH2210,A,Semester 3
32,MATH1131,B,Semester 3
32,CSE2100,D,Semester 3
32,MATH1131,F,Semester 4
32,CSE2100,W,Semester 4
32,CSE1010,W,Semester 4
32,CSE2010,B,Semester 4
32,CSE1010,F,Semester 5
32,MATH1131,D,Semester 5
32,CSE3500,B,Semester 5
32,MATH2210,C,Semester 5
32,CSE1010,A,Semester 6
32,MATH1131,D,Semester 6
32,CSE3500,W,Semester 6
32,MATH2210,B,Semester 6
33,MATH1131,A,Semester 1
33,CSE1010,D,Semester 1
33,MATH1131,W,Semester 1
33,CSE1010,D,Semester 1
33,MATH1131,D,Semester 2
33,CSE2100,W,Semester 2
33,CSE2010,D,Semester 2
33,MATH1131,A,Semester 2
33,MATH2210,F,Semester 3
33,CSE2100,W,Semester 3
33,CSE1010,B,Semester 3
33,CSE3500,C,Semester 3
33,MATH1131,B,Semester 4
33,CSE1010,B,Semester 4
33,CSE2010,D,Semester 4
33,CSE1010,A,Semester 4
33,STAT3025,D,Semester 5
33,CSE1010,A,Semester 5
33,CSE1010,C,Semester 5
33,MATH1131,W,Semester 5
33,CSE2100,W,Semester 6
33,CSE1010,A,Semester 6
33,CSE2010,C,Semester 6
33,STAT3025,W,Semester 6
34,CSE1010,W,Semester 1
34,CSE1010,B,Semester 1
34,MATH1131,A,Semester 1
34,MATH1131,D,Semester 1
34,CSE1010,A,Semester 2
34,CSE2100,W,Semester 2
34,MATH1131,W,Semester 2
34,MATH2210,C,Semester 2
34,STAT3025,C,Semester 3
34,CSE2100,W,Semester 3
34,MATH1131,W,Semester 3
34,CSE1010,B,Semester 3
34,MATH2210,C,Semester 4
34,STAT3025,A,Semester 4
34,CSE2010,B,Semester 4
34,CSE2100,D,Semester 4
34,CSE2010,D,Semester 5
34,MATH1131,C,Semester 5
34,CSE1010,F,Semester 5
34,CSE3500,C,Semester 5
34,CSE2010,A,Semester 6
34,CSE3500,C,Semester 6
34,CSE1010,C,Semester 6
34,MATH1131,A,Semester 6
35,MATH1131,D,Semester 1
35,MATH1131,W,Semester 1
35,CSE1010,A,Semester 1
35,CSE1010,C,Semester 1
35,CSE1010,A,Semester 2
35,CSE1010,A,Semester 2
35,CSE2100,C,Semester 2
35,MATH2210,B,Semester 2
35,CSE2010,D,Semester 3
35,STAT3025,F,Semester 3
35,MATH2210,C,Semester 3
35,MATH1131,F,Semester 3
35,MATH1131,A,Semester 4
35,MATH2210,F,Semester 4
35,MATH1131,B,Semester 4
35,CSE3500,B,Semester 4
35,CSE3500,A,Semester 5
35,MATH1131,W,Semester 5
35,MATH1131,F,Semester 5
35,CSE1010,D,Semester 5
35,MATH1131,W,Semester 6
35,MATH2210,C,Semester 6
35,MATH1131,C,Semester 6
35,CSE2010,F,Semester 6
36,CSE1010,F,Semester 1
36,MATH1131,D,Semester 1
36,CSE1010,A,Semester 1
36,MATH1131,A,Semester 1
36,MATH1131,W,Semester 2
36,MATH1131,W,Semester 2
36,CSE2100,C,Semester 2
36,CSE2010,W,Semester 2
36,MATH2210,W,Semester 3
36,MATH1131,D,Semester 3
36,CSE2010,B,Semester 3
36,CSE1010,A,Semester 3
36,CSE2010,A,Semester 4
36,MATH1131,D,Semester 4
36,CSE1010,C,Semester 4
36,MATH2210,D,Semester 4
36,MATH1131,W,Semester 5
36,CSE1010,D,Semester 5
36,STAT3025,C,Semester 5
36,MATH2210,C,Semester 5
36,MATH1131,C,Semester 6
36,CSE3500,C,Semester 6
36,STAT3025,C,Semester 6
36,MATH1131,F,Semester 6
37,MATH1131,D,Semester 1
37,CSE1010,A,Semester 1
37,CSE1010,C,Semester 1
37,MATH1131,B,Semester 1
37,CSE2100,D,Semester 2
37,MATH1131,F,Semester 2
37,CSE1010,D,Semester 2
37,CSE2010,W,Semester 2
37,CSE2010,B,Semester 3
